startId,endId,count
GENE_3557,GENE_8743,20
GENE_284,GENE_8862,20
GENE_7113,GENE_9159,20
GENE_1956,GENE_9378,20
GENE_2066,GENE_9378,20
GENE_59272,GENE_10312,20
GENE_3627,GENE_10850,20
GENE_1066,GENE_10993,20
GENE_1072,GENE_11034,20
GENE_2157,GENE_11093,20
GENE_11491,GENE_11421,20
GENE_11421,GENE_11491,20
GENE_116511,GENE_11606,20
GENE_207,GENE_11651,20
GENE_54205,GENE_12043,20
GENE_16193,GENE_12355,20
GENE_14183,GENE_12387,20
GENE_282665,GENE_12519,20
GENE_1514,GENE_13039,20
GENE_12387,GENE_14183,20
GENE_2876,GENE_14775,20
GENE_302668,GENE_15368,20
GENE_20296,GENE_16153,20
GENE_12355,GENE_16193,20
GENE_920,GENE_16193,20
GENE_29126,GENE_17451,20
GENE_70008,GENE_17523,20
GENE_64292,GENE_17709,20
GENE_302668,GENE_18024,20
GENE_302668,GENE_18033,20
GENE_302668,GENE_18104,20
GENE_16153,GENE_20296,20
GENE_3569,GENE_20309,20
GENE_59272,GENE_20310,20
GENE_59272,GENE_20311,20
GENE_282665,GENE_21939,20
GENE_2694,GENE_23545,20
GENE_59272,GENE_24338,20
GENE_302668,GENE_24599,20
GENE_1080,GENE_24768,20
GENE_3569,GENE_24835,20
GENE_302668,GENE_26198,20
GENE_17451,GENE_29126,20
GENE_43740568,GENE_30835,20
GENE_3558,GENE_50616,20
GENE_51497,GENE_50616,20
GENE_59067,GENE_50616,20
GENE_59272,GENE_51428,20
GENE_1437,GENE_51497,20
GENE_50616,GENE_51497,20
GENE_3576,GENE_51561,20
GENE_12043,GENE_54205,20
GENE_115019,GENE_55107,20
GENE_59272,GENE_57192,20
GENE_50616,GENE_59067,20
GENE_10312,GENE_59272,20
GENE_1441,GENE_59272,20
GENE_1576,GENE_59272,20
GENE_196,GENE_59272,20
GENE_20310,GENE_59272,20
GENE_20311,GENE_59272,20
GENE_24338,GENE_59272,20
GENE_348,GENE_59272,20
GENE_3557,GENE_59272,20
GENE_4599,GENE_59272,20
GENE_51428,GENE_59272,20
GENE_5595,GENE_59272,20
GENE_57192,GENE_59272,20
GENE_6502,GENE_59272,20
GENE_6662,GENE_59272,20
GENE_7064,GENE_59272,20
GENE_712790,GENE_59272,20
GENE_93759,GENE_59272,20
GENE_17709,GENE_64292,20
GENE_17523,GENE_70008,20
GENE_834,GENE_79792,20
GENE_136991,GENE_84557,20
GENE_3569,GENE_90865,20
GENE_7124,GENE_90865,20
GENE_59272,GENE_93759,20
GENE_142980,GENE_106759,20
GENE_7124,GENE_115004,20
GENE_55107,GENE_115019,20
GENE_11606,GENE_116511,20
GENE_7113,GENE_116511,20
GENE_3383,GENE_133418,20
GENE_84557,GENE_136991,20
GENE_106759,GENE_142980,20
GENE_3586,GENE_148713,20
GENE_3454,GENE_242700,20
GENE_3439,GENE_282617,20
GENE_12519,GENE_282665,20
GENE_21939,GENE_282665,20
GENE_15368,GENE_302668,20
GENE_18024,GENE_302668,20
GENE_18033,GENE_302668,20
GENE_18104,GENE_302668,20
GENE_24599,GENE_302668,20
GENE_26198,GENE_302668,20
GENE_4790,GENE_302668,20
GENE_2525,GENE_378884,20
GENE_59272,GENE_712790,20
GENE_3569,GENE_728441,20
GENE_920,GENE_728441,20
GENE_3627,GENE_729230,20
GENE_30835,GENE_43740568,20
GENE_5972,GENE_43740568,20
GENE_43740576,GENE_43740570,20
GENE_1803,GENE_43740575,20
GENE_847,GENE_43740575,20
GENE_925,GENE_43740575,20
GENE_43740570,GENE_43740576,20
GENE_3105,GENE_43740578,20
GENE_284_285_51378_27329,GENE_11727_11731_11730_219033_503844_630952,20
GENE_11727_11731_11730_219033_503844_630952,GENE_284_285_51378_27329,20
GENE_284,GENE_284_285_51378_27329,20
GENE_3439,GENE_3440_3439,20
GENE_8129,GENE_183,19
GENE_1956,GENE_185,19
GENE_5595,GENE_213,19
GENE_7040,GENE_213,19
GENE_940,GENE_355,19
GENE_7124,GENE_598,19
GENE_3569,GENE_627,19
GENE_7448,GENE_682,19
GENE_929,GENE_911,19
GENE_12501,GENE_920,19
GENE_201633,GENE_920,19
GENE_27087,GENE_920,19
GENE_3596,GENE_920,19
GENE_3821,GENE_920,19
GENE_5175,GENE_920,19
GENE_968,GENE_920,19
GENE_3570,GENE_925,19
GENE_59272,GENE_929,19
GENE_911,GENE_929,19
GENE_4311,GENE_939,19
GENE_355,GENE_940,19
GENE_920,GENE_968,19
GENE_2214,GENE_1233,19
GENE_6348,GENE_1234,19
GENE_5443,GENE_1392,19
GENE_1628,GENE_1401,19
GENE_4684,GENE_1401,19
GENE_2919,GENE_1435,19
GENE_3565,GENE_1435,19
GENE_9970,GENE_1437,19
GENE_23411,GENE_1499,19
GENE_6833,GENE_1544,19
GENE_7113,GENE_1604,19
GENE_1401,GENE_1628,19
GENE_1636,GENE_1628,19
GENE_11610,GENE_1636,19
GENE_1628,GENE_1636,19
GENE_3451,GENE_1636,19
GENE_4513,GENE_1636,19
GENE_3565,GENE_1803,19
GENE_5594,GENE_1803,19
GENE_2922,GENE_1906,19
GENE_185,GENE_1956,19
GENE_26503,GENE_1956,19
GENE_50848,GENE_1993,19
GENE_7124,GENE_2056,19
GENE_344561,GENE_2099,19
GENE_100128998,GENE_2147,19
GENE_7124,GENE_2147,19
GENE_1233,GENE_2214,19
GENE_3558,GENE_2214,19
GENE_3565,GENE_2214,19
GENE_3569,GENE_2247,19
GENE_15223,GENE_2302,19
GENE_6012,GENE_2525,19
GENE_7124,GENE_2875,19
GENE_1435,GENE_2919,19
GENE_3082,GENE_2919,19
GENE_3557,GENE_2919,19
GENE_3574,GENE_2919,19
GENE_3605,GENE_2919,19
GENE_1906,GENE_2922,19
GENE_2919,GENE_3082,19
GENE_3576,GENE_3082,19
GENE_7157,GENE_3091,19
GENE_3576,GENE_3383,19
GENE_3569,GENE_3438,19
GENE_10379,GENE_3439,19
GENE_4792,GENE_3439,19
GENE_6253,GENE_3439,19
GENE_7099,GENE_3439,19
GENE_3558,GENE_3440,19
GENE_1636,GENE_3451,19
GENE_3458,GENE_3456,19
GENE_26503,GENE_3458,19
GENE_3456,GENE_3458,19
GENE_3630,GENE_3458,19
GENE_24494,GENE_3552,19
GENE_3562,GENE_3552,19
GENE_3716_3717,GENE_3552,19
GENE_3976,GENE_3552,19
GENE_8458,GENE_3552,19
GENE_9970,GENE_3552,19
GENE_3578,GENE_3553,19
GENE_6352,GENE_3553,19
GENE_2919,GENE_3557,19
GENE_2214,GENE_3558,19
GENE_3440,GENE_3558,19
GENE_7039,GENE_3559,19
GENE_3576,GENE_3560,19
GENE_3586,GENE_3560,19
GENE_3552,GENE_3562,19
GENE_1435,GENE_3565,19
GENE_1803,GENE_3565,19
GENE_2214,GENE_3565,19
GENE_4513,GENE_3565,19
GENE_18033,GENE_3569,19
GENE_2247,GENE_3569,19
GENE_284424,GENE_3569,19
GENE_3438,GENE_3569,19
GENE_3821,GENE_3569,19
GENE_4254,GENE_3569,19
GENE_627,GENE_3569,19
GENE_70008,GENE_3569,19
GENE_925,GENE_3570,19
GENE_2919,GENE_3574,19
GENE_16175,GENE_3576,19
GENE_3082,GENE_3576,19
GENE_3383,GENE_3576,19
GENE_3560,GENE_3576,19
GENE_3630,GENE_3576,19
GENE_3553,GENE_3578,19
GENE_3560,GENE_3586,19
GENE_6362,GENE_3586,19
GENE_920,GENE_3596,19
GENE_2919,GENE_3605,19
GENE_5595,GENE_3605,19
GENE_5891,GENE_3605,19
GENE_8743,GENE_3606,19
GENE_50616,GENE_3627,19
GENE_3458,GENE_3630,19
GENE_3576,GENE_3630,19
GENE_3665,GENE_3661,19
GENE_3661,GENE_3665,19
GENE_7297,GENE_3718,19
GENE_114548,GENE_3725,19
GENE_3569,GENE_3821,19
GENE_920,GENE_3821,19
GENE_3552,GENE_3976,19
GENE_7124,GENE_3976,19
GENE_3569,GENE_4254,19
GENE_6863,GENE_4311,19
GENE_939,GENE_4311,19
GENE_23411,GENE_4318,19
GENE_1636,GENE_4513,19
GENE_3565,GENE_4513,19
GENE_7422,GENE_4513,19
GENE_27074,GENE_4591,19
GENE_1401,GENE_4684,19
GENE_7113,GENE_4790,19
GENE_7291,GENE_4790,19
GENE_3439,GENE_4792,19
GENE_920,GENE_5175,19
GENE_10599,GENE_5243,19
GENE_1392,GENE_5443,19
GENE_1803,GENE_5594,19
GENE_213,GENE_5595,19
GENE_3605,GENE_5595,19
GENE_5972,GENE_5595,19
GENE_6347,GENE_5599,19
GENE_3605,GENE_5891,19
GENE_116511,GENE_5972,19
GENE_5595,GENE_5972,19
GENE_2525,GENE_6012,19
GENE_6714,GENE_6188,19
GENE_3439,GENE_6253,19
GENE_10850,GENE_6347,19
GENE_21926,GENE_6347,19
GENE_5599,GENE_6347,19
GENE_1234,GENE_6348,19
GENE_3553,GENE_6352,19
GENE_7422,GENE_6354,19
GENE_3586,GENE_6362,19
GENE_6404,GENE_6403,19
GENE_6403,GENE_6404,19
GENE_7113,GENE_6480,19
GENE_6188,GENE_6714,19
GENE_1544,GENE_6833,19
GENE_4311,GENE_6863,19
GENE_3559,GENE_7039,19
GENE_213,GENE_7040,19
GENE_3439,GENE_7099,19
GENE_1604,GENE_7113,19
GENE_284340,GENE_7113,19
GENE_4790,GENE_7113,19
GENE_6480,GENE_7113,19
GENE_2056,GENE_7124,19
GENE_2147,GENE_7124,19
GENE_27163,GENE_7124,19
GENE_2875,GENE_7124,19
GENE_3976,GENE_7124,19
GENE_598,GENE_7124,19
GENE_7137,GENE_7124,19
GENE_7124,GENE_7137,19
GENE_3091,GENE_7157,19
GENE_None,GENE_7157,19
GENE_4790,GENE_7291,19
GENE_3718,GENE_7297,19
GENE_4513,GENE_7422,19
GENE_6354,GENE_7422,19
GENE_682,GENE_7448,19
GENE_183,GENE_8129,19
GENE_3552,GENE_8458,19
GENE_10379,GENE_8517,19
GENE_3606,GENE_8743,19
GENE_1437,GENE_9970,19
GENE_3552,GENE_9970,19
GENE_43740570,GENE_10044,19
GENE_400668,GENE_10045,19
GENE_3439,GENE_10379,19
GENE_8517,GENE_10379,19
GENE_5243,GENE_10599,19
GENE_6347,GENE_10850,19
GENE_1636,GENE_11610,19
GENE_920,GENE_12501,19
GENE_21939,GENE_12519,19
GENE_2302,GENE_15223,19
GENE_70008,GENE_16153,19
GENE_3576,GENE_16175,19
GENE_18788,GENE_16189,19
GENE_16476,GENE_16362,19
GENE_16362,GENE_16476,19
GENE_3569,GENE_18033,19
GENE_16189,GENE_18788,19
GENE_6347,GENE_21926,19
GENE_12519,GENE_21939,19
GENE_1499,GENE_23411,19
GENE_4318,GENE_23411,19
GENE_3552,GENE_24494,19
GENE_1956,GENE_26503,19
GENE_3458,GENE_26503,19
GENE_4591,GENE_27074,19
GENE_920,GENE_27087,19
GENE_7124,GENE_27163,19
GENE_92521,GENE_29110,19
GENE_3627,GENE_50616,19
GENE_1993,GENE_50848,19
GENE_92521,GENE_55354,19
GENE_8673700,GENE_55573,19
GENE_59272,GENE_57306,19
GENE_115004,GENE_59272,19
GENE_147138,GENE_59272,19
GENE_57306,GENE_59272,19
GENE_929,GENE_59272,19
GENE_340061,GENE_64135,19
GENE_79132,GENE_64135,19
GENE_16153,GENE_70008,19
GENE_3569,GENE_70008,19
GENE_64135,GENE_79132,19
GENE_29110,GENE_92521,19
GENE_55354,GENE_92521,19
GENE_3725,GENE_114548,19
GENE_59272,GENE_115004,19
GENE_5972,GENE_116511,19
GENE_59272,GENE_147138,19
GENE_43740570,GENE_164045,19
GENE_920,GENE_201633,19
GENE_7113,GENE_284340,19
GENE_3569,GENE_284424,19
GENE_64135,GENE_340061,19
GENE_2099,GENE_344561,19
GENE_10045,GENE_400668,19
GENE_100620530,GENE_404704,19
GENE_55573,GENE_8673700,19
GENE_101142534,GENE_43740568,19
GENE_43740572,GENE_43740568,19
GENE_10044,GENE_43740570,19
GENE_164045,GENE_43740570,19
GENE_43740568,GENE_43740572,19
GENE_2147,GENE_100128998,19
GENE_404704,GENE_100620530,19
GENE_43740568,GENE_101142534,19
GENE_3552,GENE_3716_3717,19
GENE_2157,GENE_28,18
GENE_1215,GENE_183,18
GENE_2925,GENE_183,18
GENE_2152,GENE_185,18
GENE_284,GENE_185,18
GENE_7124,GENE_196,18
GENE_3091,GENE_213,18
GENE_7064,GENE_213,18
GENE_7137,GENE_213,18
GENE_185,GENE_284,18
GENE_54938,GENE_290,18
GENE_80199,GENE_290,18
GENE_1236,GENE_355,18
GENE_1977,GENE_538,18
GENE_3569,GENE_598,18
GENE_12215,GENE_682,18
GENE_4790,GENE_834,18
GENE_1803,GENE_836,18
GENE_3627,GENE_836,18
GENE_59272,GENE_857,18
GENE_59272,GENE_915,18
GENE_3606,GENE_920,18
GENE_4151,GENE_920,18
GENE_4288,GENE_920,18
GENE_4311,GENE_920,18
GENE_51176,GENE_920,18
GENE_6865,GENE_920,18
GENE_6869,GENE_920,18
GENE_6932,GENE_920,18
GENE_29123,GENE_923,18
GENE_939,GENE_923,18
GENE_100620530,GENE_925,18
GENE_27087,GENE_925,18
GENE_3003,GENE_925,18
GENE_3107,GENE_925,18
GENE_3553,GENE_925,18
GENE_3575,GENE_925,18
GENE_4311,GENE_925,18
GENE_50943,GENE_925,18
GENE_968,GENE_925,18
GENE_170482,GENE_929,18
GENE_283420,GENE_929,18
GENE_59272,GENE_931,18
GENE_29123,GENE_939,18
GENE_923,GENE_939,18
GENE_3558,GENE_940,18
GENE_3586,GENE_941,18
GENE_4360,GENE_941,18
GENE_4360,GENE_942,18
GENE_1901,GENE_943,18
GENE_3559,GENE_952,18
GENE_925,GENE_968,18
GENE_1437,GENE_973,18
GENE_1636,GENE_1215,18
GENE_183,GENE_1215,18
GENE_3820,GENE_1235,18
GENE_355,GENE_1236,18
GENE_5175,GENE_1236,18
GENE_54474,GENE_1236,18
GENE_28938,GENE_1401,18
GENE_43740568,GENE_1401,18
GENE_6288,GENE_1401,18
GENE_3600,GENE_1435,18
GENE_3559,GENE_1437,18
GENE_4283,GENE_1437,18
GENE_59067,GENE_1437,18
GENE_6356,GENE_1437,18
GENE_973,GENE_1437,18
GENE_3976,GENE_1440,18
GENE_50616,GENE_1440,18
GENE_4318,GENE_1499,18
GENE_51284,GENE_1536,18
GENE_10599,GENE_1558,18
GENE_3569,GENE_1558,18
GENE_1215,GENE_1636,18
GENE_24180,GENE_1636,18
GENE_3106,GENE_1636,18
GENE_3570,GENE_1636,18
GENE_836,GENE_1803,18
GENE_943,GENE_1901,18
GENE_2047,GENE_1944,18
GENE_3458,GENE_1956,18
GENE_5321,GENE_1956,18
GENE_5595,GENE_1956,18
GENE_57486,GENE_1956,18
GENE_538,GENE_1977,18
GENE_1944,GENE_2047,18
GENE_2065,GENE_2047,18
GENE_85476,GENE_2047,18
GENE_2214,GENE_2064,18
GENE_5290,GENE_2064,18
GENE_2047,GENE_2065,18
GENE_185,GENE_2152,18
GENE_4846,GENE_2152,18
GENE_28,GENE_2157,18
GENE_2064,GENE_2214,18
GENE_29126,GENE_2214,18
GENE_4318,GENE_2214,18
GENE_5054,GENE_2244,18
GENE_6347,GENE_2247,18
GENE_5609,GENE_2475,18
GENE_7124,GENE_2597,18
GENE_3569,GENE_2678,18
GENE_7124,GENE_2717,18
GENE_92521,GENE_2876,18
GENE_3606,GENE_2919,18
GENE_3605,GENE_2920,18
GENE_2925,GENE_2922,18
GENE_183,GENE_2925,18
GENE_2922,GENE_2925,18
GENE_4311,GENE_2925,18
GENE_925,GENE_3003,18
GENE_10850,GENE_3082,18
GENE_4254,GENE_3082,18
GENE_213,GENE_3091,18
GENE_6347,GENE_3091,18
GENE_1636,GENE_3106,18
GENE_59272,GENE_3106,18
GENE_925,GENE_3107,18
GENE_43740578,GENE_3113,18
GENE_3586,GENE_3123,18
GENE_219931,GENE_3267,18
GENE_3456,GENE_3439,18
GENE_5970,GENE_3439,18
GENE_71586,GENE_3439,18
GENE_6354,GENE_3440,18
GENE_3439,GENE_3456,18
GENE_59272,GENE_3456,18
GENE_1956,GENE_3458,18
GENE_22848,GENE_3458,18
GENE_3603,GENE_3458,18
GENE_6367,GENE_3458,18
GENE_8743,GENE_3458,18
GENE_3630,GENE_3479,18
GENE_23586,GENE_3552,18
GENE_5054,GENE_3552,18
GENE_90865,GENE_3552,18
GENE_4048,GENE_3553,18
GENE_64292,GENE_3553,18
GENE_925,GENE_3553,18
GENE_3717,GENE_3558,18
GENE_4513,GENE_3558,18
GENE_5599,GENE_3558,18
GENE_5743,GENE_3558,18
GENE_668478,GENE_3558,18
GENE_940,GENE_3558,18
GENE_1437,GENE_3559,18
GENE_5788,GENE_3559,18
GENE_952,GENE_3559,18
GENE_7124,GENE_3562,18
GENE_6868,GENE_3565,18
GENE_6356,GENE_3567,18
GENE_1558,GENE_3569,18
GENE_16189,GENE_3569,18
GENE_2678,GENE_3569,18
GENE_3661,GENE_3569,18
GENE_598,GENE_3569,18
GENE_7138,GENE_3569,18
GENE_1636,GENE_3570,18
GENE_3627,GENE_3570,18
GENE_7297,GENE_3570,18
GENE_7450,GENE_3570,18
GENE_925,GENE_3575,18
GENE_20304,GENE_3576,18
GENE_24835,GENE_3576,18
GENE_4360,GENE_3576,18
GENE_8743,GENE_3576,18
GENE_4254,GENE_3578,18
GENE_3123,GENE_3586,18
GENE_5970,GENE_3586,18
GENE_941,GENE_3586,18
GENE_1435,GENE_3600,18
GENE_6354,GENE_3600,18
GENE_3458,GENE_3603,18
GENE_2920,GENE_3605,18
GENE_5321,GENE_3605,18
GENE_6354,GENE_3605,18
GENE_29108,GENE_3606,18
GENE_2919,GENE_3606,18
GENE_7422,GENE_3606,18
GENE_920,GENE_3606,18
GENE_20296,GENE_3627,18
GENE_21926,GENE_3627,18
GENE_3570,GENE_3627,18
GENE_836,GENE_3627,18
GENE_3479,GENE_3630,18
GENE_5972,GENE_3630,18
GENE_6347,GENE_3630,18
GENE_3569,GENE_3661,18
GENE_3558,GENE_3717,18
GENE_4790,GENE_3717,18
GENE_5599,GENE_3725,18
GENE_7422,GENE_3791,18
GENE_1235,GENE_3820,18
GENE_None,GENE_3827,18
GENE_1440,GENE_3976,18
GENE_3553,GENE_4048,18
GENE_5743,GENE_4048,18
GENE_920,GENE_4151,18
GENE_114548,GENE_4210,18
GENE_3082,GENE_4254,18
GENE_3578,GENE_4254,18
GENE_1437,GENE_4283,18
GENE_5045,GENE_4283,18
GENE_920,GENE_4288,18
GENE_2925,GENE_4311,18
GENE_920,GENE_4311,18
GENE_925,GENE_4311,18
GENE_1499,GENE_4318,18
GENE_2214,GENE_4318,18
GENE_3576,GENE_4360,18
GENE_941,GENE_4360,18
GENE_942,GENE_4360,18
GENE_3558,GENE_4513,18
GENE_7124,GENE_4591,18
GENE_3717,GENE_4790,18
GENE_834,GENE_4790,18
GENE_None,GENE_4843,18
GENE_2152,GENE_4846,18
GENE_6868,GENE_4851,18
GENE_4283,GENE_5045,18
GENE_2244,GENE_5054,18
GENE_3552,GENE_5054,18
GENE_7113,GENE_5125,18
GENE_1236,GENE_5175,18
GENE_2064,GENE_5290,18
GENE_1956,GENE_5321,18
GENE_3605,GENE_5321,18
GENE_5594,GENE_5321,18
GENE_5972,GENE_5321,18
GENE_6888,GENE_5447,18
GENE_59272,GENE_5478,18
GENE_400668,GENE_5499,18
GENE_109648,GENE_5562,18
GENE_19017,GENE_5562,18
GENE_5321,GENE_5594,18
GENE_5891,GENE_5594,18
GENE_1956,GENE_5595,18
GENE_3558,GENE_5599,18
GENE_3725,GENE_5599,18
GENE_7422,GENE_5599,18
GENE_2475,GENE_5609,18
GENE_16059,GENE_5707,18
GENE_3558,GENE_5743,18
GENE_4048,GENE_5743,18
GENE_64292,GENE_5743,18
GENE_3559,GENE_5788,18
GENE_5594,GENE_5891,18
GENE_5972,GENE_5891,18
GENE_3439,GENE_5970,18
GENE_3586,GENE_5970,18
GENE_None,GENE_5970,18
GENE_3630,GENE_5972,18
GENE_5321,GENE_5972,18
GENE_5891,GENE_5972,18
GENE_1401,GENE_6288,18
GENE_20296,GENE_6347,18
GENE_2247,GENE_6347,18
GENE_3091,GENE_6347,18
GENE_3630,GENE_6347,18
GENE_51561,GENE_6347,18
GENE_7099,GENE_6347,18
GENE_90865,GENE_6347,18
GENE_3440,GENE_6354,18
GENE_3600,GENE_6354,18
GENE_3605,GENE_6354,18
GENE_1437,GENE_6356,18
GENE_3567,GENE_6356,18
GENE_3458,GENE_6367,18
GENE_7448,GENE_6502,18
GENE_340024,GENE_6532,18
GENE_920,GENE_6865,18
GENE_3565,GENE_6868,18
GENE_4851,GENE_6868,18
GENE_7448,GENE_6868,18
GENE_920,GENE_6869,18
GENE_5447,GENE_6888,18
GENE_920,GENE_6932,18
GENE_213,GENE_7064,18
GENE_148022,GENE_7099,18
GENE_6347,GENE_7099,18
GENE_5125,GENE_7113,18
GENE_196,GENE_7124,18
GENE_2597,GENE_7124,18
GENE_2717,GENE_7124,18
GENE_284424,GENE_7124,18
GENE_3562,GENE_7124,18
GENE_4591,GENE_7124,18
GENE_6772_6773_6774_20848_6775_6778,GENE_7124,18
GENE_213,GENE_7137,18
GENE_3569,GENE_7138,18
GENE_29110,GENE_7187,18
GENE_3570,GENE_7297,18
GENE_404663,GENE_7373,18
GENE_3606,GENE_7422,18
GENE_3791,GENE_7422,18
GENE_5599,GENE_7422,18
GENE_6502,GENE_7448,18
GENE_6868,GENE_7448,18
GENE_3570,GENE_7450,18
GENE_340024,GENE_8140,18
GENE_23586,GENE_8517,18
GENE_3458,GENE_8743,18
GENE_3576,GENE_8743,18
GENE_54205,GENE_9131,18
GENE_56616,GENE_9131,18
GENE_836_841_842,GENE_9131,18
GENE_78975,GENE_9607,18
GENE_1558,GENE_10599,18
GENE_3082,GENE_10850,18
GENE_43740568,GENE_11421,18
GENE_682,GENE_12215,18
GENE_5707,GENE_16059,18
GENE_3569,GENE_16189,18
GENE_20304,GENE_16193,18
GENE_20846,GENE_16476,18
GENE_100689229,GENE_16728,18
GENE_440686,GENE_16728,18
GENE_51673,GENE_16728,18
GENE_24835,GENE_18788,18
GENE_5562,GENE_19017,18
GENE_20309,GENE_20296,18
GENE_3627,GENE_20296,18
GENE_6347,GENE_20296,18
GENE_16193,GENE_20304,18
GENE_3576,GENE_20304,18
GENE_20296,GENE_20309,18
GENE_16476,GENE_20846,18
GENE_3627,GENE_21926,18
GENE_3458,GENE_22848,18
GENE_3552,GENE_23586,18
GENE_51284,GENE_23586,18
GENE_8517,GENE_23586,18
GENE_1636,GENE_24180,18
GENE_18788,GENE_24835,18
GENE_3576,GENE_24835,18
GENE_925,GENE_27087,18
GENE_80199,GENE_28885,18
GENE_1401,GENE_28938,18
GENE_3606,GENE_29108,18
GENE_7187,GENE_29110,18
GENE_923,GENE_29123,18
GENE_939,GENE_29123,18
GENE_2214,GENE_29126,18
GENE_1440,GENE_50616,18
GENE_925,GENE_50943,18
GENE_920,GENE_51176,18
GENE_1536,GENE_51284,18
GENE_23586,GENE_51284,18
GENE_6347,GENE_51561,18
GENE_16728,GENE_51673,18
GENE_9131,GENE_54205,18
GENE_1236,GENE_54474,18
GENE_290,GENE_54938,18
GENE_100508689,GENE_55107,18
GENE_9131,GENE_56616,18
GENE_84682,GENE_56901,18
GENE_80199,GENE_57306,18
GENE_1956,GENE_57486,18
GENE_1437,GENE_59067,18
GENE_3106,GENE_59272,18
GENE_3456,GENE_59272,18
GENE_5478,GENE_59272,18
GENE_857,GENE_59272,18
GENE_915,GENE_59272,18
GENE_931,GENE_59272,18
GENE_3553,GENE_64292,18
GENE_5743,GENE_64292,18
GENE_245650,GENE_70008,18
GENE_3439,GENE_71586,18
GENE_9607,GENE_78975,18
GENE_28885,GENE_80199,18
GENE_290,GENE_80199,18
GENE_57306,GENE_80199,18
GENE_56901,GENE_84682,18
GENE_2047,GENE_85476,18
GENE_3552,GENE_90865,18
GENE_6347,GENE_90865,18
GENE_2876,GENE_92521,18
GENE_43740577,GENE_92521,18
GENE_5562,GENE_109648,18
GENE_4210,GENE_114548,18
GENE_43740568,GENE_140690,18
GENE_7099,GENE_148022,18
GENE_43740571,GENE_164045,18
GENE_929,GENE_170482,18
GENE_3267,GENE_219931,18
GENE_5266_5268,GENE_219931,18
GENE_70008,GENE_245650,18
GENE_929,GENE_283420,18
GENE_7124,GENE_284424,18
GENE_43740568,GENE_302668,18
GENE_6532,GENE_340024,18
GENE_8140,GENE_340024,18
GENE_5499,GENE_400668,18
GENE_7373,GENE_404663,18
GENE_16728,GENE_440686,18
GENE_43740568,GENE_554349,18
GENE_3558,GENE_668478,18
GENE_11421,GENE_43740568,18
GENE_1401,GENE_43740568,18
GENE_140690,GENE_43740568,18
GENE_302668,GENE_43740568,18
GENE_554349,GENE_43740568,18
GENE_164045,GENE_43740571,18
GENE_92521,GENE_43740577,18
GENE_3113,GENE_43740578,18
GENE_55107,GENE_100508689,18
GENE_925,GENE_100620530,18
GENE_16728,GENE_100689229,18
GENE_219931,GENE_5266_5268,18
GENE_7124,GENE_6772_6773_6774_20848_6775_6778,18
GENE_9131,GENE_836_841_842,18
GENE_3146,GENE_133,17
GENE_185,GENE_177,17
GENE_27329,GENE_183,17
GENE_623,GENE_183,17
GENE_7450,GENE_183,17
GENE_116512,GENE_185,17
GENE_177,GENE_185,17
GENE_3552,GENE_185,17
GENE_3570,GENE_185,17
GENE_6347,GENE_185,17
GENE_22848,GENE_186,17
GENE_682,GENE_186,17
GENE_891,GENE_207,17
GENE_1471,GENE_213,17
GENE_26503,GENE_251,17
GENE_2525,GENE_268,17
GENE_284,GENE_283,17
GENE_283,GENE_284,17
GENE_5972,GENE_285,17
GENE_2099,GENE_367,17
GENE_1636,GENE_551,17
GENE_836,GENE_581,17
GENE_183,GENE_623,17
GENE_3439,GENE_637,17
GENE_1803,GENE_682,17
GENE_186,GENE_682,17
GENE_581,GENE_836,17
GENE_5891,GENE_836,17
GENE_207,GENE_891,17
GENE_29123,GENE_914,17
GENE_923,GENE_914,17
GENE_939,GENE_914,17
GENE_1269,GENE_920,17
GENE_3567,GENE_920,17
GENE_3604,GENE_920,17
GENE_7100,GENE_920,17
GENE_973,GENE_920,17
GENE_914,GENE_923,17
GENE_129685,GENE_925,17
GENE_16423,GENE_925,17
GENE_3135,GENE_925,17
GENE_4151,GENE_925,17
GENE_4288,GENE_925,17
GENE_7099,GENE_925,17
GENE_914,GENE_939,17
GENE_7124,GENE_940,17
GENE_4513,GENE_943,17
GENE_100511702,GENE_952,17
GENE_3575,GENE_952,17
GENE_5133,GENE_952,17
GENE_3604,GENE_969,17
GENE_920,GENE_973,17
GENE_6281,GENE_1029,17
GENE_59272,GENE_1048,17
GENE_59272,GENE_1084,17
GENE_1440,GENE_1230,17
GENE_3586,GENE_1269,17
GENE_920,GENE_1269,17
GENE_170589,GENE_1283,17
GENE_59272,GENE_1291,17
GENE_43740575,GENE_1401,17
GENE_43740578,GENE_1401,17
GENE_2353,GENE_1432,17
GENE_3565,GENE_1432,17
GENE_3821,GENE_1437,17
GENE_729230,GENE_1437,17
GENE_1230,GENE_1440,17
GENE_213,GENE_1471,17
GENE_4151,GENE_1471,17
GENE_1956,GENE_1509,17
GENE_3569,GENE_1559,17
GENE_59272,GENE_1634,17
GENE_3091,GENE_1636,17
GENE_4790,GENE_1636,17
GENE_551,GENE_1636,17
GENE_7421,GENE_1636,17
GENE_8673700,GENE_1636,17
GENE_3704,GENE_1769,17
GENE_22370,GENE_1803,17
GENE_54938,GENE_1803,17
GENE_682,GENE_1803,17
GENE_3552,GENE_1901,17
GENE_3569,GENE_1901,17
GENE_3569,GENE_1906,17
GENE_1509,GENE_1956,17
GENE_5340,GENE_1991,17
