startId,endId,count
GENE_284,GENE_16175,2
GENE_284340,GENE_16175,2
GENE_2920,GENE_16175,2
GENE_3091,GENE_16175,2
GENE_3172,GENE_16175,2
GENE_3383,GENE_16175,2
GENE_351,GENE_16175,2
GENE_3554,GENE_16175,2
GENE_3557,GENE_16175,2
GENE_3558,GENE_16175,2
GENE_3726,GENE_16175,2
GENE_4353,GENE_16175,2
GENE_467,GENE_16175,2
GENE_4780,GENE_16175,2
GENE_4843,GENE_16175,2
GENE_5328,GENE_16175,2
GENE_5595_5594,GENE_16175,2
GENE_6354,GENE_16175,2
GENE_6614,GENE_16175,2
GENE_6772,GENE_16175,2
GENE_6774,GENE_16175,2
GENE_6868,GENE_16175,2
GENE_7412,GENE_16175,2
GENE_85480,GENE_16175,2
GENE_920,GENE_16175,2
GENE_925,GENE_16175,2
GENE_11651,GENE_16176,2
GENE_142980,GENE_16176,2
GENE_15978,GENE_16176,2
GENE_16153,GENE_16176,2
GENE_16452,GENE_16176,2
GENE_170743,GENE_16176,2
GENE_17523,GENE_16176,2
GENE_18033,GENE_16176,2
GENE_18126,GENE_16176,2
GENE_20296,GENE_16176,2
GENE_20302,GENE_16176,2
GENE_20310,GENE_16176,2
GENE_216799,GENE_16176,2
GENE_24451,GENE_16176,2
GENE_24498,GENE_16176,2
GENE_24835,GENE_16176,2
GENE_26362,GENE_16176,2
GENE_3553,GENE_16176,2
GENE_3569,GENE_16176,2
GENE_83619,GENE_16176,2
GENE_111654,GENE_16183,2
GENE_20296,GENE_16183,2
GENE_21926,GENE_16183,2
GENE_7448,GENE_16183,2
GENE_925,GENE_16183,2
GENE_12504,GENE_16184,2
GENE_20371,GENE_16184,2
GENE_16171,GENE_16185,2
GENE_21926,GENE_16185,2
GENE_3558,GENE_16185,2
GENE_3578,GENE_16185,2
GENE_11600,GENE_16189,2
GENE_16171,GENE_16189,2
GENE_17329,GENE_16189,2
GENE_17523,GENE_16189,2
GENE_18126,GENE_16189,2
GENE_20310,GENE_16189,2
GENE_24451,GENE_16189,2
GENE_24498,GENE_16189,2
GENE_57314,GENE_16189,2
GENE_83619,GENE_16189,2
GENE_11651,GENE_16191,2
GENE_17523,GENE_16191,2
GENE_18033,GENE_16191,2
GENE_18126,GENE_16191,2
GENE_20304,GENE_16191,2
GENE_20310,GENE_16191,2
GENE_24451,GENE_16191,2
GENE_24498,GENE_16191,2
GENE_83619,GENE_16191,2
GENE_11352,GENE_16193,2
GENE_1179,GENE_16193,2
GENE_11846,GENE_16193,2
GENE_12367,GENE_16193,2
GENE_12475,GENE_16193,2
GENE_14178,GENE_16193,2
GENE_142980,GENE_16193,2
GENE_1432,GENE_16193,2
GENE_1459,GENE_16193,2
GENE_1514,GENE_16193,2
GENE_15234,GENE_16193,2
GENE_15289,GENE_16193,2
GENE_17347,GENE_16193,2
GENE_1791,GENE_16193,2
GENE_183,GENE_16193,2
GENE_207,GENE_16193,2
GENE_2099,GENE_16193,2
GENE_235504,GENE_16193,2
GENE_24185,GENE_16193,2
GENE_26416,GENE_16193,2
GENE_27,GENE_16193,2
GENE_290,GENE_16193,2
GENE_29126,GENE_16193,2
GENE_2920,GENE_16193,2
GENE_3578,GENE_16193,2
GENE_3596,GENE_16193,2
GENE_403785,GENE_16193,2
GENE_471,GENE_16193,2
GENE_4780,GENE_16193,2
GENE_51284,GENE_16193,2
GENE_51311,GENE_16193,2
GENE_5133,GENE_16193,2
GENE_51561,GENE_16193,2
GENE_53859,GENE_16193,2
GENE_5563,GENE_16193,2
GENE_60505,GENE_16193,2
GENE_6774,GENE_16193,2
GENE_70008,GENE_16193,2
GENE_7097,GENE_16193,2
GENE_7132,GENE_16193,2
GENE_759,GENE_16193,2
GENE_76282,GENE_16193,2
GENE_9021,GENE_16193,2
GENE_1401,GENE_16194,2
GENE_1440,GENE_16194,2
GENE_6348,GENE_16194,2
GENE_3570,GENE_16195,2
GENE_70008,GENE_16211,2
GENE_3552,GENE_16362,2
GENE_3627,GENE_16362,2
GENE_16590,GENE_16409,2
GENE_5788,GENE_16409,2
GENE_282616,GENE_16411,2
GENE_170743,GENE_16423,2
GENE_257632,GENE_16423,2
GENE_51284,GENE_16423,2
GENE_51284_51311,GENE_16423,2
GENE_15162,GENE_16428,2
GENE_11352,GENE_16452,2
GENE_13857,GENE_16452,2
GENE_1459,GENE_16452,2
GENE_16175,GENE_16452,2
GENE_16176,GENE_16452,2
GENE_17347,GENE_16452,2
GENE_20848,GENE_16452,2
GENE_5298,GENE_16452,2
GENE_183,GENE_16473,2
GENE_10044,GENE_16476,2
GENE_114548,GENE_16476,2
GENE_11461,GENE_16476,2
GENE_13555,GENE_16476,2
GENE_16542,GENE_16476,2
GENE_17210,GENE_16476,2
GENE_19045,GENE_16476,2
GENE_20693,GENE_16476,2
GENE_25898,GENE_16476,2
GENE_26357,GENE_16476,2
GENE_26416,GENE_16476,2
GENE_6198,GENE_16476,2
GENE_644914,GENE_16476,2
GENE_66593,GENE_16476,2
GENE_983,GENE_16476,2
GENE_11545,GENE_16542,2
GENE_11798,GENE_16542,2
GENE_12048,GENE_16542,2
GENE_12367_12371,GENE_16542,2
GENE_12575,GENE_16542,2
GENE_13856,GENE_16542,2
GENE_1432,GENE_16542,2
GENE_15275,GENE_16542,2
GENE_16476,GENE_16542,2
GENE_22060,GENE_16542,2
GENE_26357,GENE_16542,2
GENE_4864,GENE_16542,2
GENE_56717,GENE_16542,2
GENE_6774,GENE_16542,2
GENE_837,GENE_16542,2
GENE_12766,GENE_16590,2
GENE_14433,GENE_16590,2
GENE_15945,GENE_16590,2
GENE_16409,GENE_16590,2
GENE_3576,GENE_16590,2
GENE_728378,GENE_16590,2
GENE_111343,GENE_16668,2
GENE_13482,GENE_16668,2
GENE_15223,GENE_16668,2
GENE_21926,GENE_16668,2
GENE_3552,GENE_16728,2
GENE_56925,GENE_16728,2
GENE_1803,GENE_16790,2
GENE_290,GENE_16790,2
GENE_56925,GENE_16790,2
GENE_11816,GENE_16835,2
GENE_183,GENE_16835,2
GENE_111343,GENE_16854,2
GENE_18613,GENE_16878,2
GENE_18999,GENE_16878,2
GENE_21869,GENE_16878,2
GENE_11651,GENE_16974,2
GENE_13555,GENE_16974,2
GENE_4864,GENE_16974,2
GENE_6198,GENE_16974,2
GENE_644914,GENE_16974,2
GENE_983,GENE_16974,2
GENE_12501,GENE_17067,2
GENE_3684,GENE_17067,2
GENE_5788,GENE_17067,2
GENE_22059,GENE_17075,2
GENE_3880,GENE_17075,2
GENE_4072,GENE_17075,2
GENE_4599,GENE_17075,2
GENE_70008,GENE_17075,2
GENE_15289,GENE_17087,2
GENE_23643,GENE_17087,2
GENE_11910,GENE_17127,2
GENE_12443,GENE_17127,2
GENE_13038,GENE_17127,2
GENE_15368,GENE_17127,2
GENE_15378,GENE_17127,2
GENE_15894,GENE_17127,2
GENE_17131,GENE_17127,2
GENE_17393,GENE_17127,2
GENE_17395,GENE_17127,2
GENE_17833,GENE_17127,2
GENE_18024,GENE_17127,2
GENE_18033,GENE_17127,2
GENE_18792,GENE_17127,2
GENE_20525,GENE_17127,2
GENE_21803,GENE_17127,2
GENE_21857,GENE_17127,2
GENE_21858,GENE_17127,2
GENE_21943,GENE_17127,2
GENE_24577,GENE_17127,2
GENE_24778,GENE_17127,2
GENE_24835,GENE_17127,2
GENE_25335,GENE_17127,2
GENE_25619,GENE_17127,2
GENE_25631,GENE_17127,2
GENE_26416,GENE_17127,2
GENE_283120,GENE_17127,2
GENE_4790,GENE_17127,2
GENE_56717,GENE_17127,2
GENE_6647,GENE_17127,2
GENE_81686,GENE_17127,2
GENE_83502,GENE_17127,2
GENE_17127,GENE_17131,2
GENE_17390,GENE_17131,2
GENE_22339,GENE_17131,2
GENE_22341,GENE_17131,2
GENE_59086,GENE_17131,2
GENE_11421,GENE_17171,2
GENE_59272,GENE_17171,2
GENE_11545,GENE_17210,2
GENE_11798,GENE_17210,2
GENE_11799,GENE_17210,2
GENE_12048,GENE_17210,2
GENE_12367_12371,GENE_17210,2
GENE_12575,GENE_17210,2
GENE_15275,GENE_17210,2
GENE_16476,GENE_17210,2
GENE_22060,GENE_17210,2
GENE_26357,GENE_17210,2
GENE_4864,GENE_17210,2
GENE_56717,GENE_17210,2
GENE_16175,GENE_17224,2
GENE_18126,GENE_17224,2
GENE_21926,GENE_17224,2
GENE_10044,GENE_17329,2
GENE_12981,GENE_17329,2
GENE_14178,GENE_17329,2
GENE_14433,GENE_17329,2
GENE_15234,GENE_17329,2
GENE_16153,GENE_17329,2
GENE_16171,GENE_17329,2
GENE_16189,GENE_17329,2
GENE_18126,GENE_17329,2
GENE_19045,GENE_17329,2
GENE_20296,GENE_17329,2
GENE_25898,GENE_17329,2
GENE_3576,GENE_17329,2
GENE_6347,GENE_17329,2
GENE_1459,GENE_17347,2
GENE_16193,GENE_17347,2
GENE_16452,GENE_17347,2
GENE_20302,GENE_17347,2
GENE_20309,GENE_17347,2
GENE_21926,GENE_17347,2
GENE_26362,GENE_17347,2
GENE_5298,GENE_17347,2
GENE_11421,GENE_17380,2
GENE_19164,GENE_17380,2
GENE_11910,GENE_17390,2
GENE_12443,GENE_17390,2
GENE_13038,GENE_17390,2
GENE_15368,GENE_17390,2
GENE_15378,GENE_17390,2
GENE_15894,GENE_17390,2
GENE_17131,GENE_17390,2
GENE_17393,GENE_17390,2
GENE_17395,GENE_17390,2
GENE_17833,GENE_17390,2
GENE_18024,GENE_17390,2
GENE_18033,GENE_17390,2
GENE_18792,GENE_17390,2
GENE_20525,GENE_17390,2
GENE_21803,GENE_17390,2
GENE_21857,GENE_17390,2
GENE_21858,GENE_17390,2
GENE_21943,GENE_17390,2
GENE_24577,GENE_17390,2
GENE_24778,GENE_17390,2
GENE_24835,GENE_17390,2
GENE_25335,GENE_17390,2
GENE_25619,GENE_17390,2
GENE_25631,GENE_17390,2
GENE_26416,GENE_17390,2
GENE_283120,GENE_17390,2
GENE_4790,GENE_17390,2
GENE_56717,GENE_17390,2
GENE_6647,GENE_17390,2
GENE_81686,GENE_17390,2
GENE_83502,GENE_17390,2
GENE_17127,GENE_17393,2
GENE_17390,GENE_17393,2
GENE_22339,GENE_17393,2
GENE_22341,GENE_17393,2
GENE_59086,GENE_17393,2
GENE_12443,GENE_17395,2
GENE_14609,GENE_17395,2
GENE_15894,GENE_17395,2
GENE_15978,GENE_17395,2
GENE_16153,GENE_17395,2
GENE_17127,GENE_17395,2
GENE_17390,GENE_17395,2
GENE_17523,GENE_17395,2
GENE_18126,GENE_17395,2
GENE_20296,GENE_17395,2
GENE_20310,GENE_17395,2
GENE_21857,GENE_17395,2
GENE_22339,GENE_17395,2
GENE_22341,GENE_17395,2
GENE_24451,GENE_17395,2
GENE_24498,GENE_17395,2
GENE_83619,GENE_17395,2
GENE_3456,GENE_17470,2
GENE_3569,GENE_17470,2
GENE_59272,GENE_17470,2
GENE_116562,GENE_17523,2
GENE_12359,GENE_17523,2
GENE_12362,GENE_17523,2
GENE_13058,GENE_17523,2
GENE_15182,GENE_17523,2
GENE_15945,GENE_17523,2
GENE_16171,GENE_17523,2
GENE_16173,GENE_17523,2
GENE_16176,GENE_17523,2
GENE_16189,GENE_17523,2
GENE_16191,GENE_17523,2
GENE_17395,GENE_17523,2
GENE_18035,GENE_17523,2
GENE_19373,GENE_17523,2
GENE_19697,GENE_17523,2
GENE_20304,GENE_17523,2
GENE_20589,GENE_17523,2
GENE_21802,GENE_17523,2
GENE_21857,GENE_17523,2
GENE_22084,GENE_17523,2
GENE_24314,GENE_17523,2
GENE_24493,GENE_17523,2
GENE_24770,GENE_17523,2
GENE_24827,GENE_17523,2
GENE_25325,GENE_17523,2
GENE_287287,GENE_17523,2
GENE_29260,GENE_17523,2
GENE_303413,GENE_17523,2
GENE_387177,GENE_17523,2
GENE_4790,GENE_17523,2
GENE_56458,GENE_17523,2
GENE_5743,GENE_17523,2
GENE_59086,GENE_17523,2
GENE_66824,GENE_17523,2
GENE_723886,GENE_17523,2
GENE_72508,GENE_17523,2
GENE_5594,GENE_17709,2
GENE_5599,GENE_17709,2
GENE_5730,GENE_17709,2
GENE_5734,GENE_17709,2
GENE_59272,GENE_17709,2
GENE_168741,GENE_17833,2
GENE_17127,GENE_17833,2
GENE_17390,GENE_17833,2
GENE_22339,GENE_17833,2
GENE_22341,GENE_17833,2
GENE_59086,GENE_17833,2
GENE_5987,GENE_17833,2
GENE_111654,GENE_17857,2
GENE_14433,GENE_17857,2
GENE_20846,GENE_17857,2
GENE_3456,GENE_17857,2
GENE_43740575,GENE_17857,2
GENE_56480,GENE_17857,2
GENE_142980,GENE_17874,2
GENE_148022,GENE_17874,2
GENE_170743,GENE_17874,2
GENE_1803,GENE_17874,2
GENE_20846,GENE_17874,2
GENE_225471,GENE_17874,2
GENE_228607,GENE_17874,2
GENE_51311,GENE_17874,2
GENE_56832_3439,GENE_17874,2
GENE_57506,GENE_17874,2
GENE_79132,GENE_17874,2
GENE_12504,GENE_17967,2
GENE_925,GENE_17967,2
GENE_116511,GENE_18024,2
GENE_11727,GENE_18024,2
GENE_17127,GENE_18024,2
GENE_17390,GENE_18024,2
GENE_22339,GENE_18024,2
GENE_22341,GENE_18024,2
GENE_24338,GENE_18024,2
GENE_24873,GENE_18024,2
GENE_70008,GENE_18024,2
GENE_10044,GENE_18033,2
GENE_116511,GENE_18033,2
GENE_116562,GENE_18033,2
GENE_11727,GENE_18033,2
GENE_12362,GENE_18033,2
GENE_12367,GENE_18033,2
GENE_13058,GENE_18033,2
GENE_13857,GENE_18033,2
GENE_15182,GENE_18033,2
GENE_15368,GENE_18033,2
GENE_16171,GENE_18033,2
GENE_16173,GENE_18033,2
GENE_16176,GENE_18033,2
GENE_16191,GENE_18033,2
GENE_17127,GENE_18033,2
GENE_17390,GENE_18033,2
GENE_18035,GENE_18033,2
GENE_19045,GENE_18033,2
GENE_20847,GENE_18033,2
GENE_22084,GENE_18033,2
GENE_22339,GENE_18033,2
GENE_22341,GENE_18033,2
GENE_24314,GENE_18033,2
GENE_24338,GENE_18033,2
GENE_24493,GENE_18033,2
GENE_24770,GENE_18033,2
GENE_24827,GENE_18033,2
GENE_24873,GENE_18033,2
GENE_25325,GENE_18033,2
GENE_25898,GENE_18033,2
GENE_26416,GENE_18033,2
GENE_287287,GENE_18033,2
GENE_303413,GENE_18033,2
GENE_3606,GENE_18033,2
GENE_387177,GENE_18033,2
GENE_43740569,GENE_18033,2
GENE_54131,GENE_18033,2
GENE_56458,GENE_18033,2
GENE_5743,GENE_18033,2
GENE_66824,GENE_18033,2
GENE_6774,GENE_18033,2
GENE_723886,GENE_18033,2
GENE_72508,GENE_18033,2
GENE_11651,GENE_18035,2
GENE_15978,GENE_18035,2
GENE_16153,GENE_18035,2
GENE_17523,GENE_18035,2
GENE_18033,GENE_18035,2
GENE_18126,GENE_18035,2
GENE_20296,GENE_18035,2
GENE_20310,GENE_18035,2
GENE_24451,GENE_18035,2
GENE_24498,GENE_18035,2
GENE_24835,GENE_18035,2
GENE_83619,GENE_18035,2
GENE_3586,GENE_18036,2
GENE_6376,GENE_18036,2
GENE_116511,GENE_18104,2
GENE_11727,GENE_18104,2
GENE_13058,GENE_18104,2
GENE_1535,GENE_18104,2
GENE_1536,GENE_18104,2
GENE_21926,GENE_18104,2
GENE_24338,GENE_18104,2
GENE_24873,GENE_18104,2
GENE_27035_1536_50508_50507,GENE_18104,2
GENE_4688,GENE_18104,2
GENE_50507,GENE_18104,2
GENE_70008,GENE_18104,2
GENE_1147,GENE_18126,2
GENE_116562,GENE_18126,2
GENE_12359,GENE_18126,2
GENE_12362,GENE_18126,2
GENE_13058,GENE_18126,2
GENE_13857,GENE_18126,2
GENE_14825,GENE_18126,2
GENE_15182,GENE_18126,2
GENE_16171,GENE_18126,2
GENE_16173,GENE_18126,2
GENE_16176,GENE_18126,2
GENE_16189,GENE_18126,2
GENE_16191,GENE_18126,2
GENE_17224,GENE_18126,2
GENE_17329,GENE_18126,2
GENE_17395,GENE_18126,2
GENE_18035,GENE_18126,2
GENE_19697,GENE_18126,2
GENE_20292,GENE_18126,2
GENE_20306,GENE_18126,2
GENE_20589,GENE_18126,2
GENE_207,GENE_18126,2
GENE_20848,GENE_18126,2
GENE_21802,GENE_18126,2
GENE_21857,GENE_18126,2
GENE_21898,GENE_18126,2
GENE_22084,GENE_18126,2
GENE_24314,GENE_18126,2
GENE_24493,GENE_18126,2
GENE_24770,GENE_18126,2
GENE_24827,GENE_18126,2
GENE_25325,GENE_18126,2
GENE_287287,GENE_18126,2
GENE_29260,GENE_18126,2
GENE_303413,GENE_18126,2
GENE_387177,GENE_18126,2
GENE_4790,GENE_18126,2
GENE_4792,GENE_18126,2
GENE_5595_5594,GENE_18126,2
GENE_56458,GENE_18126,2
GENE_5743,GENE_18126,2
GENE_59086,GENE_18126,2
GENE_6614,GENE_18126,2
GENE_66824,GENE_18126,2
GENE_723886,GENE_18126,2
GENE_72508,GENE_18126,2
GENE_282665,GENE_18453,2
GENE_70008,GENE_18475,2
GENE_207,GENE_18538,2
GENE_2147,GENE_18550,2
GENE_22370,GENE_18550,2
GENE_7113,GENE_18550,2
GENE_111343,GENE_18606,2
GENE_13857,GENE_18613,2
GENE_14345,GENE_18613,2
GENE_16878,GENE_18613,2
GENE_1535,GENE_18788,2
GENE_1536,GENE_18788,2
GENE_27035_1536_50508_50507,GENE_18788,2
GENE_4688,GENE_18788,2
GENE_50507,GENE_18788,2
GENE_17127,GENE_18792,2
GENE_17390,GENE_18792,2
GENE_22339,GENE_18792,2
GENE_22341,GENE_18792,2
GENE_5054,GENE_18792,2
GENE_5327,GENE_18792,2
GENE_59086,GENE_18792,2
GENE_12266,GENE_18824,2
GENE_3439,GENE_18824,2
GENE_11651,GENE_18999,2
GENE_13555,GENE_18999,2
GENE_16878,GENE_18999,2
GENE_4864,GENE_18999,2
GENE_5460,GENE_18999,2
GENE_6198,GENE_18999,2
GENE_644914,GENE_18999,2
GENE_983,GENE_18999,2
GENE_15962,GENE_19011,2
GENE_15975,GENE_19011,2
GENE_183,GENE_19016,2
GENE_24952,GENE_19016,2
GENE_5468,GENE_19016,2
GENE_93759,GENE_19017,2
GENE_16476,GENE_19045,2
GENE_170770,GENE_19045,2
GENE_17329,GENE_19045,2
GENE_18033,GENE_19045,2
GENE_20307,GENE_19045,2
GENE_26409,GENE_19045,2
GENE_270192,GENE_19045,2
GENE_7157,GENE_19045,2
GENE_92521,GENE_19045,2
GENE_56649,GENE_19143,2
GENE_6768,GENE_19143,2
GENE_70008,GENE_19143,2
GENE_17380,GENE_19164,2
GENE_4311,GENE_19164,2
GENE_11651,GENE_19211,2
GENE_4513,GENE_19224,2
GENE_70008,GENE_19242,2
GENE_5788,GENE_19264,2
GENE_17523,GENE_19373,2
GENE_20846,GENE_19373,2
GENE_11651,GENE_19697,2
GENE_15978,GENE_19697,2
GENE_16153,GENE_19697,2
GENE_17523,GENE_19697,2
GENE_18126,GENE_19697,2
GENE_20310,GENE_19697,2
GENE_24451,GENE_19697,2
GENE_24498,GENE_19697,2
GENE_24835,GENE_19697,2
GENE_83619,GENE_19697,2
GENE_12487,GENE_20219,2
GENE_1401,GENE_20219,2
GENE_21947,GENE_20219,2
GENE_3438,GENE_20219,2
GENE_3569,GENE_20219,2
GENE_5308,GENE_20219,2
GENE_5806,GENE_20219,2
GENE_7124,GENE_20219,2
GENE_72935,GENE_20219,2
GENE_1636,GENE_20226,2
GENE_23586,GENE_20226,2
GENE_3439,GENE_20226,2
GENE_3552,GENE_20226,2
GENE_3553,GENE_20226,2
GENE_3569,GENE_20226,2
GENE_381485,GENE_20226,2
GENE_114548,GENE_20292,2
GENE_16171,GENE_20292,2
GENE_18126,GENE_20292,2
GENE_20309,GENE_20292,2
GENE_2308,GENE_20292,2
GENE_2920,GENE_20292,2
GENE_3383,GENE_20292,2
GENE_3552,GENE_20292,2
GENE_3558,GENE_20292,2
GENE_3578,GENE_20292,2
GENE_3627,GENE_20292,2
GENE_4780,GENE_20292,2
GENE_4792,GENE_20292,2
GENE_4843,GENE_20292,2
GENE_5743,GENE_20292,2
GENE_7124,GENE_20292,2
GENE_7412,GENE_20292,2
GENE_85480,GENE_20292,2
GENE_59272,GENE_20293,2
GENE_111343,GENE_20296,2
GENE_11600,GENE_20296,2
GENE_116562,GENE_20296,2
GENE_12362,GENE_20296,2
GENE_12766,GENE_20296,2
GENE_13058,GENE_20296,2
GENE_14433,GENE_20296,2
GENE_15182,GENE_20296,2
GENE_16173,GENE_20296,2
GENE_16176,GENE_20296,2
GENE_16183,GENE_20296,2
GENE_17329,GENE_20296,2
GENE_17395,GENE_20296,2
GENE_18035,GENE_20296,2
GENE_20589,GENE_20296,2
GENE_20848,GENE_20296,2
GENE_21857,GENE_20296,2
GENE_22084,GENE_20296,2
GENE_24314,GENE_20296,2
GENE_24493,GENE_20296,2
GENE_24827,GENE_20296,2
GENE_25325,GENE_20296,2
GENE_287287,GENE_20296,2
GENE_29260,GENE_20296,2
GENE_303413,GENE_20296,2
GENE_3439,GENE_20296,2
GENE_3440,GENE_20296,2
GENE_3578,GENE_20296,2
GENE_3606,GENE_20296,2
GENE_387177,GENE_20296,2
GENE_4283,GENE_20296,2
GENE_56458,GENE_20296,2
GENE_5743,GENE_20296,2
GENE_59086,GENE_20296,2
GENE_60505,GENE_20296,2
GENE_6352,GENE_20296,2
GENE_66824,GENE_20296,2
GENE_6868,GENE_20296,2
GENE_723886,GENE_20296,2
GENE_72508,GENE_20296,2
GENE_728378,GENE_20296,2
GENE_925,GENE_20296,2
GENE_11352,GENE_20302,2
GENE_11600,GENE_20302,2
GENE_14433,GENE_20302,2
GENE_1459,GENE_20302,2
GENE_1514,GENE_20302,2
GENE_16176,GENE_20302,2
GENE_17347,GENE_20302,2
GENE_27,GENE_20302,2
GENE_3558,GENE_20302,2
GENE_3606,GENE_20302,2
GENE_6868,GENE_20302,2
GENE_16171,GENE_20303,2
GENE_21926,GENE_20303,2
GENE_3558,GENE_20303,2
GENE_3578,GENE_20303,2
GENE_111654,GENE_20304,2
GENE_11461,GENE_20304,2
GENE_11600,GENE_20304,2
GENE_11651,GENE_20304,2
GENE_12766,GENE_20304,2
GENE_142980,GENE_20304,2
GENE_16191,GENE_20304,2
GENE_17523,GENE_20304,2
GENE_20306,GENE_20304,2
GENE_20848,GENE_20304,2
GENE_24451,GENE_20304,2
GENE_24498,GENE_20304,2
GENE_24835,GENE_20304,2
GENE_3440,GENE_20304,2
GENE_3606,GENE_20304,2
GENE_387,GENE_20304,2
GENE_4790,GENE_20304,2
GENE_6868,GENE_20304,2
GENE_728378,GENE_20304,2
GENE_83619,GENE_20304,2
GENE_11600,GENE_20306,2
GENE_15978,GENE_20306,2
GENE_18126,GENE_20306,2
GENE_20304,GENE_20306,2
GENE_3627,GENE_20306,2
GENE_10044,GENE_20307,2
GENE_15945,GENE_20307,2
GENE_19045,GENE_20307,2
GENE_25898,GENE_20307,2
GENE_111343,GENE_20309,2
GENE_1116,GENE_20309,2
GENE_11352,GENE_20309,2
GENE_12355,GENE_20309,2
GENE_12981,GENE_20309,2
GENE_1459,GENE_20309,2
GENE_1514,GENE_20309,2
GENE_17347,GENE_20309,2
GENE_20292,GENE_20309,2
GENE_24185,GENE_20309,2
GENE_27,GENE_20309,2
GENE_29108,GENE_20309,2
GENE_3162,GENE_20309,2
GENE_3439,GENE_20309,2
GENE_3458,GENE_20309,2
GENE_3565,GENE_20309,2
GENE_3606,GENE_20309,2
GENE_406958,GENE_20309,2
GENE_407053,GENE_20309,2
GENE_4792,GENE_20309,2
GENE_5970,GENE_20309,2
GENE_60505,GENE_20309,2
GENE_6401,GENE_20309,2
GENE_6774,GENE_20309,2
GENE_834,GENE_20309,2
GENE_925,GENE_20309,2
GENE_116562,GENE_20310,2
GENE_12359,GENE_20310,2
GENE_12362,GENE_20310,2
GENE_13058,GENE_20310,2
GENE_15182,GENE_20310,2
GENE_16171,GENE_20310,2
GENE_16173,GENE_20310,2
GENE_16176,GENE_20310,2
GENE_16189,GENE_20310,2
GENE_16191,GENE_20310,2
GENE_17395,GENE_20310,2
GENE_18035,GENE_20310,2
GENE_19697,GENE_20310,2
GENE_20589,GENE_20310,2
GENE_20848,GENE_20310,2
GENE_21802,GENE_20310,2
GENE_21857,GENE_20310,2
GENE_22084,GENE_20310,2
GENE_24314,GENE_20310,2
GENE_24493,GENE_20310,2
GENE_24770,GENE_20310,2
GENE_24827,GENE_20310,2
GENE_25325,GENE_20310,2
GENE_287287,GENE_20310,2
GENE_29260,GENE_20310,2
GENE_303413,GENE_20310,2
GENE_387177,GENE_20310,2
GENE_4790,GENE_20310,2
GENE_56458,GENE_20310,2
GENE_5743,GENE_20310,2
GENE_59086,GENE_20310,2
GENE_66824,GENE_20310,2
GENE_70008,GENE_20310,2
GENE_723886,GENE_20310,2
GENE_72508,GENE_20310,2
GENE_21926,GENE_20311,2
GENE_70008,GENE_20311,2
GENE_4846,GENE_20344,2
GENE_12504,GENE_20371,2
GENE_142,GENE_20371,2
GENE_16184,GENE_20371,2
GENE_2690,GENE_20371,2
GENE_3479,GENE_20371,2
GENE_3559,GENE_20371,2
GENE_4758,GENE_20371,2
GENE_920,GENE_20371,2
GENE_15251,GENE_20389,2
GENE_3172,GENE_20389,2
GENE_5599,GENE_20389,2
GENE_8091,GENE_20389,2
GENE_861,GENE_20389,2
GENE_170589,GENE_20454,2
GENE_17127,GENE_20525,2
GENE_17390,GENE_20525,2
GENE_22339,GENE_20525,2
GENE_22341,GENE_20525,2
GENE_59086,GENE_20525,2
GENE_15978,GENE_20589,2
GENE_16153,GENE_20589,2
GENE_17523,GENE_20589,2
GENE_18126,GENE_20589,2
GENE_20296,GENE_20589,2
GENE_20310,GENE_20589,2
GENE_24451,GENE_20589,2
GENE_24498,GENE_20589,2
GENE_83619,GENE_20589,2
GENE_111654,GENE_20602,2
GENE_15979,GENE_20602,2
GENE_3440,GENE_20602,2
GENE_3458,GENE_20602,2
GENE_6770,GENE_20602,2
GENE_11651,GENE_20674,2
GENE_13555,GENE_20674,2
GENE_4864,GENE_20674,2
GENE_6198,GENE_20674,2
GENE_644914,GENE_20674,2
GENE_8626,GENE_20674,2
GENE_983,GENE_20674,2
GENE_70008,GENE_20692,2
GENE_11545,GENE_20693,2
GENE_11798,GENE_20693,2
GENE_11799,GENE_20693,2
GENE_12048,GENE_20693,2
GENE_12367_12371,GENE_20693,2
GENE_12575,GENE_20693,2
GENE_15275,GENE_20693,2
GENE_16476,GENE_20693,2
GENE_22060,GENE_20693,2
GENE_26357,GENE_20693,2
GENE_4864,GENE_20693,2
GENE_56717,GENE_20693,2
GENE_11607,GENE_20726,2
GENE_23411,GENE_20726,2
GENE_3552,GENE_20726,2
GENE_3725,GENE_20726,2
GENE_6868,GENE_20726,2
GENE_7113,GENE_20726,2
GENE_70008,GENE_20740,2
GENE_111334,GENE_20846,2
GENE_14433,GENE_20846,2
GENE_17857,GENE_20846,2
GENE_17874,GENE_20846,2
GENE_19373,GENE_20846,2
GENE_242700,GENE_20846,2
GENE_3454,GENE_20846,2
GENE_3456,GENE_20846,2
GENE_3552,GENE_20846,2
GENE_3627,GENE_20846,2
GENE_43740575,GENE_20846,2
GENE_56480,GENE_20846,2
GENE_911,GENE_20846,2
GENE_18033,GENE_20847,2
GENE_3552,GENE_20847,2
GENE_3627,GENE_20847,2
GENE_13857,GENE_20848,2
GENE_15978,GENE_20848,2
GENE_16153,GENE_20848,2
GENE_16452,GENE_20848,2
GENE_18126,GENE_20848,2
GENE_183,GENE_20848,2
GENE_20296,GENE_20848,2
GENE_20304,GENE_20848,2
GENE_20310,GENE_20848,2
GENE_24451,GENE_20848,2
GENE_24498,GENE_20848,2
